"","DATAFLOW","LAST.UPDATE","freq","unit","icd10","age","sex","geo","TIME_PERIOD","OBS_VALUE","OBS_FLAG"
"557","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2000,1,""
"558","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2001,0.5,""
"559","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2002,0.6,""
"560","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2003,0.9,""
"561","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2004,0.6,""
"562","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2005,0.5,""
"563","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2006,1.1,""
"564","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2007,0.7,""
"565","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2008,0.3,""
"566","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2009,0.6,""
"567","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2010,0.6,""
"568","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2011,1.93,""
"569","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2012,0.35,""
"570","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2013,0.72,""
"571","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2014,0.31,""
"572","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2015,0.47,""
"573","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2016,0.54,""
"574","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2017,0.42,""
"575","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2018,0.33,""
"576","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2019,0.66,""
"577","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2020,0.64,""
"578","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2021,0.57,""
"579","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","NO",2022,0.5,""
"580","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2000,1.2,""
"581","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2001,1,""
"582","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2002,1,""
"583","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2003,0.9,""
"584","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2004,0.7,""
"585","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2005,0.8,""
"586","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2006,0.9,""
"587","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2007,0.6,""
"588","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2008,0.7,""
"589","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2009,0.6,""
"590","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2010,0.6,""
"591","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2011,0.64,""
"592","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2012,0.51,""
"593","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2013,0.62,""
"594","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2014,0.45,""
"595","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2015,0.45,""
"596","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2016,0.41,""
"597","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2017,0.38,""
"598","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2018,0.26,""
"599","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2019,0.33,""
"600","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2020,0.3,""
"601","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2021,0.3,""
"602","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PL",2022,0.3,""
"603","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2000,0.6,""
"604","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2001,0.6,""
"605","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2002,1,""
"606","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2003,0.7,""
"607","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2004,0.9,""
"608","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2005,0.7,""
"609","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2006,0.9,""
"610","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2007,0.6,""
"611","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2008,0.8,""
"612","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2009,0.5,""
"613","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2010,0.8,""
"614","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2011,0.6,""
"615","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2012,0.73,""
"616","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2013,0.63,""
"617","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2014,1,""
"618","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2015,0.61,""
"619","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2016,0.39,""
"620","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2017,0.42,""
"621","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2018,0.46,""
"622","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2019,0.71,""
"623","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2020,0.57,""
"624","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2021,0.48,""
"625","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","PT",2022,0.53,""
"626","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2000,2.2,""
"627","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2001,2,""
"628","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2002,2.5,""
"629","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2003,2.3,""
"630","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2004,2.4,""
"631","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2005,1.6,""
"632","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2006,1.5,""
"633","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2007,1.4,""
"634","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2008,1.7,""
"635","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2009,1.6,""
"636","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2010,1.6,""
"637","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2011,1.49,""
"638","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2012,1.41,""
"639","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2013,1.21,""
"640","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2014,1.22,""
"641","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2015,1.05,""
"642","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2016,0.92,""
"643","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2017,0.89,""
"644","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2018,0.86,""
"645","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2019,0.96,""
"646","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2020,0.95,""
"647","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2021,0.79,""
"648","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RO",2022,0.8,""
"649","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2011,0.96,""
"650","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2012,0.94,""
"651","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2013,1.5,""
"652","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2014,0.84,""
"653","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2015,1.04,""
"654","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2016,1.24,""
"655","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2017,0.92,""
"656","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2018,0.82,""
"657","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2019,0.84,""
"658","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2020,0.76,""
"659","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2021,0.86,""
"660","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","RS",2022,0.67,""
"661","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2000,0.8,""
"662","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2001,0.6,""
"663","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2002,0.8,""
"664","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2003,0.6,""
"665","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2004,0.8,""
"666","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2005,0.7,""
"667","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2006,0.7,""
"668","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2007,0.7,""
"669","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2008,0.5,""
"670","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2009,0.8,""
"671","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2010,0.5,""
"672","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2011,0.46,""
"673","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2012,0.49,""
"674","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2013,0.48,""
"675","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2014,0.54,""
"676","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2015,0.55,""
"677","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2016,0.55,""
"678","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2017,0.47,""
"679","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2018,0.53,""
"680","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2019,0.44,""
"681","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2020,0.48,""
"682","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2021,0.4,""
"683","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SE",2022,0.47,""
"684","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2000,0.8,""
"685","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2001,0.4,""
"686","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2002,0.8,""
"687","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2003,1.5,""
"688","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2004,1.2,""
"689","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2005,0.9,""
"690","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2006,0.4,""
"691","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2007,0.8,""
"692","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2008,0.5,""
"693","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2009,0.6,""
"694","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2010,0.5,""
"695","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2011,1.02,""
"696","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2012,0.54,""
"697","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2013,0.74,""
"698","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2014,0.96,""
"699","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2015,0.86,""
"700","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2016,0.49,""
"701","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2017,0.75,""
"702","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2018,0.69,""
"703","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2019,0.3,""
"704","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2020,1.08,""
"705","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2021,0.67,""
"706","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SI",2022,0.78,""
"707","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2000,1.1,""
"708","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2001,1.4,""
"709","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2002,1.5,""
"710","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2003,1.3,""
"711","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2004,1.3,""
"712","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2005,1.1,""
"713","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2006,0.8,""
"714","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2007,1,""
"715","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2008,0.8,""
"716","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2009,0.9,""
"717","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2010,1.1,""
"718","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2011,1.25,""
"719","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2012,0.84,""
"720","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2013,1.15,""
"721","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2014,0.67,""
"722","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2015,0.61,""
"723","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2016,0.6,""
"724","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2017,0.36,""
"725","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2018,0.46,""
"726","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2019,0.24,""
"727","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2020,0.41,""
"728","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2021,0.3,""
"729","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","SK",2022,0.44,""
"730","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2011,0.47,"d"
"731","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2012,0.4,"d"
"732","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2013,0.66,"d"
"733","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2014,0.55,"d"
"734","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2015,0.51,"d"
"735","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2016,0.64,"d"
"736","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2017,0.65,"d"
"737","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2018,0.52,"d"
"738","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2019,0.46,"d"
"739","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2020,0.41,"d"
"740","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2021,0.43,"d"
"741","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","TR",2022,0.45,"d"
"742","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2000,0.6,""
"743","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2001,0.2,""
"744","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2002,0.2,""
"745","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2003,0.2,""
"746","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2004,0.2,""
"747","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2005,0.2,""
"748","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2006,0.2,""
"749","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2007,0.2,""
"750","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2008,0.2,""
"751","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2009,0.2,""
"752","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2010,0.2,""
"753","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2011,0.14,"d"
"754","ESTAT:SDG_16_10(1.0)","21/03/25 11:00:00","A","RT","X85-Y09_Y871","TOTAL","F","UK",2012,0.09,"d"
