"","DATAFLOW","LAST.UPDATE","freq","frequenc","deg_urb","sex","age","unit","geo","TIME_PERIOD","OBS_VALUE","OBS_FLAG","CONF_STATUS"
"2997","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-34","PC","TR",2019,0,"",NA
"2998","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-34","PC","UK",2014,2.6,"",NA
"2999","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","AT",2014,4.7,"",NA
"3000","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","BE",2014,13.3,"u",NA
"3001","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","BG",2014,10.3,"",NA
"3002","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","CY",2014,3.8,"",NA
"3003","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","CZ",2014,8.4,"",NA
"3004","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","DE",2014,8.9,"",NA
"3005","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","DK",2014,7.2,"",NA
"3006","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","EE",2014,1.8,"",NA
"3007","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","EL",2014,4,"",NA
"3008","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","ES",2014,13.3,"",NA
"3009","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","EU27_2020",2014,8.5,"",NA
"3010","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","EU28",2014,8,"e",NA
"3011","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","FI",2014,2.2,"",NA
"3012","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","HR",2014,4.9,"",NA
"3013","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","HU",2014,5.6,"",NA
"3014","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","IE",2014,1.8,"",NA
"3015","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","IS",2014,0.6,"",NA
"3016","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","IT",2014,10.9,"d",NA
"3017","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","LT",2014,0.5,"",NA
"3018","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","LU",2014,8,"",NA
"3019","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","LV",2014,1.6,"",NA
"3020","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","MT",2014,5.1,"",NA
"3021","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","NO",2014,2.5,"",NA
"3022","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","PL",2014,2.4,"",NA
"3023","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","PT",2014,22.4,"",NA
"3024","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","RO",2014,2.5,"",NA
"3025","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","SE",2014,1.5,"",NA
"3026","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","SI",2014,6.7,"",NA
"3027","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","SK",2014,3.4,"",NA
"3028","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","TR",2014,0,"",NA
"3029","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y25-64","PC","UK",2014,5.9,"",NA
"3030","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","AT",2014,3.3,"",NA
"3031","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","AT",2019,1.2,"",NA
"3032","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","BE",2014,10.1,"u",NA
"3033","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","BE",2019,5.9,"",NA
"3034","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","BG",2014,9,"",NA
"3035","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","BG",2019,11.9,"",NA
"3036","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","CY",2014,1.9,"",NA
"3037","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","CY",2019,2.6,"",NA
"3038","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","CZ",2014,6.6,"",NA
"3039","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","CZ",2019,5.5,"",NA
"3040","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","DE",2014,6.3,"",NA
"3041","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","DE",2019,3.3,"",NA
"3042","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","DK",2014,3.1,"",NA
"3043","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","DK",2019,3.7,"",NA
"3044","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","EE",2014,2.4,"",NA
"3045","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","EE",2019,2,"",NA
"3046","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","EL",2014,3.6,"",NA
"3047","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","EL",2019,3.4,"",NA
"3048","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","ES",2014,9.1,"",NA
"3049","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","ES",2019,7.5,"",NA
"3050","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","EU27_2020",2014,6.2,"",NA
"3051","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","EU27_2020",2019,4.6,"",NA
"3052","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","EU28",2014,5.8,"e",NA
"3053","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","FI",2014,1.3,"",NA
"3054","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","FR",2019,4.7,"",NA
"3055","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","HR",2014,2.3,"",NA
"3056","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","HR",2019,1.5,"",NA
"3057","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","HU",2014,2.4,"",NA
"3058","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","HU",2019,3,"",NA
"3059","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","IE",2014,1.3,"",NA
"3060","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","IE",2019,1.6,"",NA
"3061","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","IS",2014,0.6,"",NA
"3062","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","IS",2019,0.9,"",NA
"3063","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","IT",2014,7.9,"d",NA
"3064","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","IT",2019,5.8,"",NA
"3065","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","LT",2014,0.4,"",NA
"3066","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","LT",2019,0.6,"",NA
"3067","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","LU",2014,5.5,"",NA
"3068","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","LU",2019,3.7,"",NA
"3069","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","LV",2014,2.3,"",NA
"3070","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","LV",2019,1.5,"",NA
"3071","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","MT",2014,3.3,"",NA
"3072","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","MT",2019,8.7,"",NA
"3073","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","NL",2019,3.7,"",NA
"3074","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","NO",2014,2.7,"",NA
"3075","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","NO",2019,1.2,"",NA
"3076","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","PL",2014,1.8,"",NA
"3077","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","PL",2019,1.2,"",NA
"3078","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","PT",2014,16.3,"",NA
"3079","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","PT",2019,11.6,"",NA
"3080","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","RO",2014,1.7,"",NA
"3081","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","RO",2019,1.3,"",NA
"3082","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","RS",2019,0,"",NA
"3083","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","SE",2014,0.6,"",NA
"3084","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","SE",2019,1.2,"",NA
"3085","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","SI",2014,3.9,"",NA
"3086","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","SI",2019,2.2,"",NA
"3087","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","SK",2014,5.8,"",NA
"3088","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","SK",2019,8.4,"",NA
"3089","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","TR",2014,0,"",NA
"3090","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","TR",2019,0,"",NA
"3091","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y35-44","PC","UK",2014,3.9,"",NA
"3092","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","AT",2014,4.9,"",NA
"3093","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","AT",2019,6.4,"",NA
"3094","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","BE",2014,11.8,"u",NA
"3095","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","BE",2019,11.6,"",NA
"3096","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","BG",2014,11.5,"",NA
"3097","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","BG",2019,11.9,"",NA
"3098","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","CY",2014,5.1,"",NA
"3099","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","CY",2019,3.1,"",NA
"3100","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","CZ",2014,9.7,"",NA
"3101","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","CZ",2019,8.2,"",NA
"3102","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","DE",2014,12,"",NA
"3103","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","DE",2019,6.4,"",NA
"3104","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","DK",2014,9,"",NA
"3105","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","DK",2019,8.8,"",NA
"3106","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","EE",2014,3.5,"",NA
"3107","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","EE",2019,0.5,"",NA
"3108","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","EL",2014,3.7,"",NA
"3109","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","EL",2019,4.8,"",NA
"3110","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","ES",2014,17.2,"",NA
"3111","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","ES",2019,11.7,"",NA
"3112","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","EU27_2020",2014,10.9,"",NA
"3113","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","EU27_2020",2019,7.7,"",NA
"3114","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","EU28",2014,10.1,"e",NA
"3115","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","FI",2014,2.7,"",NA
"3116","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","FR",2019,7.4,"",NA
"3117","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","HR",2014,4.4,"",NA
"3118","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","HR",2019,10.7,"",NA
"3119","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","HU",2014,4.1,"",NA
"3120","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","HU",2019,4.3,"",NA
"3121","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","IE",2014,1.9,"",NA
"3122","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","IE",2019,1.7,"",NA
"3123","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","IS",2014,0.7,"",NA
"3124","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","IS",2019,0.5,"",NA
"3125","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","IT",2014,11.9,"d",NA
"3126","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","IT",2019,9.2,"",NA
"3127","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","LT",2014,0,"",NA
"3128","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","LT",2019,1.4,"",NA
"3129","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","LU",2014,8.1,"",NA
"3130","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","LU",2019,13.7,"",NA
"3131","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","LV",2014,1.9,"",NA
"3132","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","LV",2019,3.9,"",NA
"3133","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","MT",2014,7,"",NA
"3134","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","MT",2019,9.1,"",NA
"3135","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","NL",2019,6.1,"",NA
"3136","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","NO",2014,3.1,"",NA
"3137","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","NO",2019,1.2,"",NA
"3138","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","PL",2014,3,"",NA
"3139","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","PL",2019,2.4,"",NA
"3140","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","PT",2014,27.9,"",NA
"3141","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","PT",2019,20.6,"",NA
"3142","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","RO",2014,3.8,"",NA
"3143","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","RO",2019,1.3,"",NA
"3144","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","RS",2019,0,"",NA
"3145","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","SE",2014,2.6,"",NA
"3146","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","SE",2019,2.1,"",NA
"3147","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","SI",2014,9,"",NA
"3148","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","SI",2019,4.8,"",NA
"3149","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","SK",2014,2.9,"",NA
"3150","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","SK",2019,6.2,"",NA
"3151","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","TR",2014,0,"",NA
"3152","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","TR",2019,0,"",NA
"3153","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-54","PC","UK",2014,6.9,"",NA
"3154","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","AT",2014,6.8,"",NA
"3155","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","AT",2019,6.7,"",NA
"3156","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","BE",2014,20.7,"u",NA
"3157","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","BE",2019,16.7,"",NA
"3158","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","BG",2014,12.2,"",NA
"3159","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","BG",2019,13.3,"",NA
"3160","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","CY",2014,6,"",NA
"3161","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","CY",2019,4.3,"",NA
"3162","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","CZ",2014,13.5,"",NA
"3163","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","CZ",2019,10.6,"",NA
"3164","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","DE",2014,13.6,"",NA
"3165","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","DE",2019,7.6,"",NA
"3166","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","DK",2014,14.4,"",NA
"3167","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","DK",2019,10.2,"",NA
"3168","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","EE",2014,2.1,"",NA
"3169","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","EE",2019,1.2,"",NA
"3170","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","EL",2014,5.8,"",NA
"3171","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","EL",2019,6.5,"",NA
"3172","ESTAT:HLTH_EHIS_AL1U(1.0)","27/10/22 23:00:00","A","DAY","DEG1","T","Y45-64","PC","ES",2014,20.3,"",NA
